Country Name,Country Code,Series Name,Series Code,2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Argentina,ARG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.6,76.105,76.543,76.77,76.847,75.878,73.948,75.806,77.395,..
Armenia,ARM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.19999999896625,0.199999999825991,7.50000000164144,5.19999999965324,7.59999999853918,-7.19999999920631,5.80000000065645,12.5999999997766,8.29999999959539,5.90000000046228
Armenia,ARM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3512.39350276709,3533.88503607007,3815.3747426037,4027.83393010979,4343.45839583019,4032.09043454955,4264.79961505187,4791.00481712183,5197.23509013575,5378.31799981682
Armenia,ARM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.8707317073171,74.8682926829268,75.2170731707317,75.619512195122,76.2219512195122,73.3756097560976,72.2780487804878,74.7658536585366,77.4658536585366,..
Aruba,ABW,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.623625902371245,1.71962497989442,7.04853338603499,2.39708619981323,-2.23244202651868,-26.2118202145169,24.1326273569798,8.51791810517545,4.26371941452948,..
Aruba,ABW,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,27458.2253310273,27719.5007310796,29671.13582858,30334.1162224308,29576.8097145074,21947.9953301189,27469.0056215511,29917.1280287045,31178.473678762,..
Aruba,ABW,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.405,75.54,75.62,75.88,76.019,75.406,73.655,76.226,76.353,..
Australia,AUS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.19016928695221,2.7593859723839,2.27959179820343,2.87846971467883,2.17154505737176,-0.119590735829973,2.11116814768786,4.24238555336139,3.44199220009025,1.4311125201703
Australia,AUS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,56739.0265346593,57401.0662268939,57750.6482221688,58530.7821697117,58924.733646242,58132.798523626,59276.503107197,61009.8077147403,61598.1776089916,61211.8967637303
Australia,AUS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.4,82.4487804878049,82.5,82.7487804878049,82.9,83.2,83.3,83.2,83.0512195121951,..
Austria,AUT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.30352331826198,2.11721964494312,2.27224992038207,2.48422114080024,1.75497619649288,-6.31825509209936,4.79532885699543,5.27789448538658,-0.954962529389121,-1.17354053552188
Austria,AUT,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43915.228020857,44362.6702805116,45056.6385912412,45951.5819164034,46550.5622459492,43428.6983137234,45313.3988964964,47250.9695999523,46338.9570588922,45562.0406911157
Austria,AUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.190243902439,81.6414634146342,81.6439024390244,81.6926829268293,81.8951219512195,81.1926829268293,81.190243902439,81.2951219512195,81.5414634146342,..
Azerbaijan,AZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.04954636804402,-3.06359845351244,0.153614646686151,1.5004017069941,2.47980893443938,-4.19896079231232,5.61644026860644,4.71468037857544,1.35447731755447,4.07140210544654
Azerbaijan,AZE,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5500.50364628486,5272.71816973266,5229.25259747579,5261.92938170171,5346.95319282755,5087.50022691293,5349.5822595965,5599.58525100539,5668.61020477202,5871.13221811331
Azerbaijan,AZE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.349,72.568,72.694,73.016,73.29,70.312,70.999,74.125,74.429,..
"Bahamas, The",BHS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.996748943241684,-1.15626703753399,3.37123648611268,2.39852000603884,-0.839051301013157,-20.0895554324841,17.5868973691568,10.8774550145968,3.0487749628502,3.37850660746146
"Bahamas, The",BHS,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30719.405417469,30152.2354644699,30974.774621871,31537.4437497052,31117.6825430577,24791.6538067733,29114.2279448407,32186.513975715,33009.8743188408,33968.3863434756
"Bahamas, The",BHS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.805,74.042,74.031,74.062,71.408,72.994,70.752,74.491,74.552,..
Bahrain,BHR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.50787205267615,3.81499327422425,4.95383534123657,2.05258864979861,2.05287774418655,-5.9113629524152,4.35004091668986,6.18016125475185,3.87811614845566,3.01724839092739
Bahrain,BHR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,23734.0551143019,23715.2791328712,23606.8867501313,24059.7838641562,24873.6640060134,23586.9309581516,24086.7847803428,25234.40256182,25342.6226641572,25916.4641634989
Bahrain,BHR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.338,80.407,80.407,80.412,80.471,78.683,78.083,80.992,81.284,..
Bangladesh,BGD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.55263987816197,7.11347821270093,6.59024999794057,7.31941263014136,7.88191515117722,3.44801755122445,6.93867912442445,7.09982877575158,5.77511237007889,4.22325911250161
Bangladesh,BGD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1224.38647668165,1299.83091360792,1373.75363740186,1462.25050255713,1564.20802445636,1604.6659234742,1702.08028414189,1804.3493461776,1885.37733613545,1941.27874360025
Bangladesh,BGD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.543,71.075,71.606,72.122,72.625,71.421,71.103,74.265,74.672,..
Barbados,BRB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.846098521356325,1.79193033431267,0.12844600157031,-1.17406509373819,0.652585417698418,-15.0543629495892,-0.254965880216531,17.8328630251327,4.09382010970572,3.80000031896743
Barbados,BRB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,18954.2913724506,19251.9834223357,19237.287488428,18974.8571786909,19064.9975884863,16166.6559507829,16099.7749737734,18959.3351638653,19734.2380260921,20474.6391845607
Barbados,BRB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.055,76.168,76.237,76.378,76.495,76.647,76.58,75.676,76.178,..
Belarus,BLR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.82957055828362,-2.52644643552377,2.53218350023008,3.14919759374968,1.4464554769185,-0.67274295062424,2.43886212396822,-4.65839591573585,4.12654007153881,4.00984852465452
Belarus,BLR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,5967.05595058777,5811.20159245258,5964.89668930991,6165.91320184691,6267.7350887999,6251.98898903127,6457.73053774952,6206.61909735439,6497.78450735958,6791.32648070557
Belarus,BLR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.6243902439025,73.8268292682927,74.1292682926829,74.1756097560976,74.2268292682927,72.1385609756098,72.0714634146342,74.1033658536585,74.1837804878049,..
Belgium,BEL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.47416433731927,1.19350273007754,1.47446761556785,1.87796847383565,2.4428900448156,-4.7929839083518,6.20759981274431,4.2593607365269,1.201691781997,1.01889862506124
Belgium,BEL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,40893.804537772,41172.8862831209,41619.328629169,42208.3625650272,43006.4042308863,40769.0218072962,43121.9429709785,44596.7859981166,44722.1955283977,44837.7242665704
Belgium,BEL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9926829268293,81.4390243902439,81.4926829268293,81.5951219512195,81.9951219512195,80.6951219512195,81.790243902439,81.7487804878049,82.3975609756098,..
Belize,BLZ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.87618379515959,0.0545516535970023,-1.81285354051658,1.11057125008675,4.26763689618086,-13.9029100645218,17.7461701205679,9.65297772389758,1.14901682065862,8.15178982706797
Belize,BLZ,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6154.49593498217,6016.49646985703,5772.92692023491,5729.21045186202,5886.9622354935,5003.87784847193,5824.30394264153,6269.37997445105,6212.26051785042,6622.56381381691
Belize,BLZ,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.647,71.843,72.062,72.322,72.577,71.58,70.917,72.19,73.566,..
Benin,BEN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.77815106030278,3.33967342629693,5.67156195150444,6.69725362180888,6.86568662848335,3.84879240030133,7.1554516457574,6.25294705373625,6.3527773854442,7.45311566226201
Benin,BEN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1002.41886879614,1006.03926633023,1032.90471194182,1071.50452156932,1114.17304526443,1126.65404122154,1176.37727637273,1218.49668929091,1263.62158336368,1324.78312597434
Benin,BEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.123,59.283,59.528,59.71,59.888,60.154,59.61,60.475,60.774,..
Bermuda,BMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.775529699568978,-0.657206304259205,3.61141983706115,-0.432801300339307,0.307106461240664,-6.82757303480177,4.60742917109469,6.47622571186707,4.91721557264164,2.10536882220231
Bermuda,BMU,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,104855.366822135,104190.876720334,107734.608357327,106843.163739391,106709.881238843,98999.5076617935,103134.729483915,109642.671877743,115124.71719745,117661.27172681
Bermuda,BMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.338,80.476,80.686,80.986,81.251,81.456,81.745,82.062,82.309,..
Bhutan,BTN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.66080128866197,8.47594339232963,2.08684522733067,3.50187185732737,5.75514851246506,-10.2183974208569,4.42136738945015,5.21386783786224,4.88259396253632,..
Bhutan,BTN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2954.04081911097,3173.36773217431,3211.80903275593,3300.55006461736,3467.38598979356,3092.12428399363,3206.20366997254,3349.73309632799,3488.84449072501,..
Bhutan,BTN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.797,71.119,71.413,71.711,72.005,72.253,72.448,72.754,72.975,..
Bolivia,BOL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.85718717971413,4.26392086382113,4.19520633360395,4.22362365271844,2.21670563961031,-8.7378843576993,6.11137269714146,3.60568042633635,3.08196521047731,1.38468278972252
Bolivia,BOL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,2996.01289811344,3077.57057564767,3160.16421228968,3246.76434820658,3272.38171029956,2949.81955038243,3098.35062383781,3172.91046695036,3226.08756009169,3226.18807550031
Bolivia,BOL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.205,67.392,67.536,67.699,67.82,62.906,61.427,67.434,68.581,..
Bosnia and Herzegovina,BIH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.31475061116335,3.24225521171914,3.24410095889466,3.82749920546897,2.88734334414875,-3.01509514759861,7.38996234012757,4.22681101095546,1.99439520319464,2.48004708382834
Bosnia and Herzegovina,BIH,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,4662.25883724069,4876.5347244666,5099.81613758953,5360.17443893099,5583.29732033466,5490.75367062899,5995.44817572385,6327.06293910437,6493.22233959649,6698.04067371484
Bosnia and Herzegovina,BIH,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.073,77.124,77.385,77.942,77.394,76.04,74.567,76.777,77.85,..
Botswana,BWA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.85132504617629,7.20442475914267,4.11437856026637,4.1886923900019,3.03177337082403,-8.72888241149465,11.916272413183,5.48601706446772,3.20806812224438,-2.98986879467928
Botswana,BWA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6141.20394726616,6490.83463593483,6662.5764477869,6843.84612121161,6951.73188985979,6254.24806377545,6895.91184943107,7159.5860618268,7269.05170664457,6937.33180990267
Botswana,BWA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.215,64.32,65.42,66.371,67.167,67.643,63.303,68.749,69.163,..
Brazil,BRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.54576339269425,-3.27591690782192,1.32286905404399,1.783666761634,1.22077782360842,-3.2767587964736,4.76260437908608,3.01669435393015,3.24165532906981,3.39586645454844
Brazil,BRA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8936.19661712113,8577.84376650911,8628.25308908043,8722.33630317935,8771.44051292177,8435.01143254978,8799.22945810901,9032.08481566299,9288.02701470069,9564.57607719223
Brazil,BRA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.106,75.081,75.383,75.633,75.809,74.506,73.038,74.872,75.848,..
British Virgin Islands,VGB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,..,..,..,..,..,..,..,..,..,..
British Virgin Islands,VGB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.558,76.624,75.67,76.728,76.845,76.894,75.297,77.177,77.276,..
Brunei Darussalam,BRN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.392383487933529,-2.47791776520457,1.32872651318183,0.0523710544736673,3.86884416432889,1.13357340605403,-1.59076248075436,-1.62833154022366,1.12764419161606,4.20037273472056
Brunei Darussalam,BRN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,30625.128732694,29492.4145383772,29524.65904505,29200.1951241759,29996.2405849189,30015.9587299585,29256.1832859253,28549.175527547,28645.9644636922,29605.8776054965
Brunei Darussalam,BRN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.88,74.905,74.943,74.992,75.049,75.114,74.869,72.917,75.327,..
Bulgaria,BGR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.39755325869422,3.02662893138918,2.74592644707793,2.5494643471818,3.78885036478003,-3.21573743445016,7.78061481406978,4.03877758301681,1.88681483907177,2.81082775188881
Bulgaria,BGR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,7268.65445473873,7586.50414873238,7898.70694583532,8211.93640364397,8644.24951911477,8450.60388758371,9168.85176416607,9601.43271269533,9810.66890602451,10089.9202053232
Bulgaria,BGR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.6146341463415,74.8121951219512,74.8146341463415,74.9634146341464,75.1121951219512,73.3560975609756,71.2121951219512,74.1609756097561,75.7073170731707,..
Burkina Faso,BFA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.9212287937935,5.95797670754024,6.20348941121868,6.60456906812341,5.88920497068135,2.01077262406221,6.94252492572348,1.4972397409897,2.96018147384929,4.98510300625183
Burkina Faso,BFA,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,630.124750752312,648.420480176012,669.276310328333,694.492813126351,717.021595096634,713.8421779224,745.472563435144,739.363021191451,744.165760639938,763.911780313875
Burkina Faso,BFA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,58.778,59.173,59.578,59.972,60.184,60.454,60.046,60.7,61.092,..
Burundi,BDI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.9000000804855,-0.600000909116389,0.500001262429279,1.60993542127714,1.81256532401552,0.327156892638385,3.09999999870627,1.84899943948213,2.66553960418187,3.48923174838968
Burundi,BDI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,280.966831311923,274.513363399011,269.47688960656,265.672394335817,261.750180238427,255.078218433565,255.917950730796,253.69164159159,253.44565118586,255.598395837897
Burundi,BDI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.107,60.789,61.345,61.806,62.18,62.569,62.101,62.882,63.651,..
Cabo Verde,CPV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.936026507808833,4.28071482662371,4.5513148102974,3.70696458310842,6.94782634051859,-20.8052758990735,7.03353010694514,15.843675684642,5.3911442736601,7.27188147204411
Cabo Verde,CPV,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,3415.06266730931,3560.1400729534,3719.71306047915,3853.67940035241,4115.90283469406,3255.93628984058,3471.6553421786,3997.76763250653,4192.40126436212,4475.45299739992
Cabo Verde,CPV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.096,74.35,74.71,74.84,75.449,73.818,74.424,75.907,76.059,..
Cambodia,KHM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.20703472529512,7.90550116130704,8.07503915535979,8.77622376224463,7.93695013588524,-3.55572193406549,3.08984284151994,5.12990110767267,5.00733043812642,6.01581457354608
Cambodia,KHM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1547.32010444393,1645.46671578126,1753.93530504662,1884.28374817086,2008.32094006706,1908.63427518336,1938.76436741791,2011.27433313199,2085.05748462072,2183.55682401667
Cambodia,KHM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.398,69.635,69.842,69.993,70.127,70.059,69.301,70.528,70.668,..
Cameroon,CMR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.66695298703932,4.53579423678801,3.54117654926007,3.95551423892049,3.47505998194981,0.259932915907115,3.33885747179505,3.7367840056412,3.24834497823876,3.67074284680984
Cameroon,CMR,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,1415.00009710569,1435.61830727839,1444.90682916573,1461.01969999317,1470.31785276187,1434.51913723409,1443.57600237663,1458.66180431693,1466.76885819356,1481.39595083063
Cameroon,CMR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.687,60.293,60.817,61.189,61.695,61.674,61.146,62.443,63.7,..
Canada,CAN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.649971001734855,1.03855092490855,3.03383491200222,2.74296344906655,1.90843194590616,-5.03823343468899,5.95052802804381,4.18903628100851,1.52874550838358,1.5280811085284
Canada,CAN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,43594.1941045394,43551.3425975115,44339.3886689254,44907.3436912123,45100.2915069262,42366.1285377884,44639.193269037,45677.686578804,45048.2842408265,44401.7153908386
Canada,CAN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.8258536585366,81.94,81.8129268292683,81.8087804878049,82.1636585365854,81.5351219512195,81.5168292682927,81.2453658536585,81.6465853658537,..
Cayman Islands,CYM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.8331222262961,3.23997433895669,3.18404592334522,4.26726745249641,3.91563534249416,-4.95480640759244,4.90492941270442,5.15632954248333,4.35967595700366,..
Cayman Islands,CYM,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,76379.2095108681,77031.8643873625,77717.1752058822,79305.769672996,80714.5718222987,75199.6450417809,77285.7966767064,79587.3887913705,81411.6457813075,..
Cayman Islands,CYM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.119,78.367,78.615,78.835,79.052,79.23,79.3,79.984,80.358,..
Central African Republic,CAF,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.33712103020231,4.75031684122342,4.52727821346231,3.78944359275462,3.09999999999999,0.899999996857062,0.982919996264229,0.453901881507008,0.69996838992121,1.53963247482849
Central African Republic,CAF,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,366.322853938121,376.858254120398,387.35795131742,395.020015455909,401.82582161435,398.834274122139,396.020622931961,398.915397976511,397.467795727686,390.090566274594
Central African Republic,CAF,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.934,50.999,45.231,52.297,31.53,50.596,40.279,18.818,57.408,..
Chad,TCD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.31088567417588,-4.12992837205852,-1.62799367083434,5.74111580758154,5.38865646919793,-0.408894363255357,0.29397916326441,12.8966164300082,4.11745179201004,3.65445110463405
Chad,TCD,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,993.990730610869,923.494348293965,878.913785540893,898.669040353434,917.085339933556,884.730874687626,857.290294251454,934.967732795261,929.941347591119,917.386448017067
Chad,TCD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,51.32,51.603,51.875,52.447,52.993,53.082,53.136,54.528,55.069,..
Channel Islands,CHI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.374367083829384,1.21302407657195,1.80648131383585,1.1222435658518,1.57335596156342,-8.89677926591959,9.93680136985076,5.34196140375869,3.71500590367266,..
Channel Islands,CHI,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,61852.0735568957,62438.478592806,63397.7524683734,63864.3732883742,64598.9625726294,58640.735167679,64272.111712561,67513.5800895208,69822.9531432725,..
Channel Islands,CHI,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.4,81.2,81,81.1,81.2,80.9,80.3,81,81.1,..
Chile,CHL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.15194249981184,1.753038749071,1.35769537343957,3.99002947789977,0.634367533828438,-6.14347479224092,11.3149204879049,2.15399356192458,0.521367977246825,2.64431154871538
Chile,CHL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,13433.9202987032,13505.097711133,13473.3458532934,13763.0068844795,13630.5935435578,12679.024004022,14051.4713630677,14283.1489501524,14280.3475638842,14579.4001071307
Chile,CHL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.008,80.295,80.61,80.559,80.324,79.349,78.876,79.176,81.167,..
China,CHN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.97878002657477,6.77555562837017,6.8912663621211,6.75671800166833,6.06850235053705,2.34018843078414,8.57008513166322,3.1341888719577,5.41484330099675,4.9773565917572
China,CHN,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,8175.33285077393,8679.37704460133,9221.51403820573,9798.6528523316,10356.4804194995,10573.6420059282,11469.5707134928,11830.5983703496,12484.1578844175,13121.6769905565
China,CHN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.975,77.214,77.235,77.709,77.94,78.019,78.117,78.202,77.953,..
Colombia,COL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.95590137527523,2.08738250162794,1.35936086788746,2.56432428277704,3.18685539245533,-7.18591413760859,10.8011981904878,7.32827729427979,0.712380031974334,1.7438014504116
Colombia,COL,GDP per capita (constant 2015 US$),NY.GDP.PCAP.KD,6248.51490534512,6316.07067782542,6309.67745292518,6353.5464285392,6439.96359812647,5891.95523215403,6457.16921807086,6856.72590505374,6828.59753791113,6873.42302427907
Colombia,COL,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.067,76.228,76.418,76.579,76.793,74.757,72.698,76.508,77.725,..
